Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.70166499923337,24.70166499923337,24.57877114351579,24.68410873413086,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.701662362632106,24.859668731689453,24.701662362632106,24.859668731689453,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.84211510382041,24.92989642927561,24.789446308547294,24.91234016418457,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.94746198082236,25.193249783589085,24.929905709196166,25.17569351196289,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.263447699281908,25.33367271025976,24.982547655370503,25.281003952026367,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.26345443725586,25.31612320953645,25.123004377840957,25.26345443725586,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.26345443725586,25.351235724390175,25.228341922402134,25.26345443725586,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,25.17567382182501,25.17567382182501,25.035223758662806,25.087892532348633,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,25.087894302410813,25.140563079812654,25.017669265875025,25.12300682067871,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,25.158125512623158,25.351244410486977,25.158125512623158,25.245906829833984,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,25.210799908922034,25.210799908922034,25.05279350280762,25.052793502807617,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.982563458956204,24.982563458956204,24.385650488046497,24.42076301574707,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.420762134798995,24.455874661232926,24.315424555497202,24.40320587158203,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.6841109834016,24.6841109834016,24.052085382119625,24.38565444946289,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.385643616981454,24.473424911499027,24.350531099174425,24.473424911499023,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.543656276242064,24.596325066534426,24.473431222518908,24.56121253967285,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.631440537852452,24.648996803381927,24.42076535149876,24.543659210205078,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.56121225680335,24.859668731689453,24.56121225680335,24.859668731689453,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.84211510382041,24.92989642927561,24.789446308547294,24.91234016418457,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.96501071884295,24.96501071884295,24.824560588216546,24.94745445251465,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,25.035236089433173,25.035236089433173,24.842117157466998,24.877229690551758,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.894781560990676,25.245906829833984,24.859669034106346,25.245906829833984,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.281009409896555,25.368790692569807,25.245896896827254,25.351234436035156,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.386351322397214,25.386351322397214,25.210788726806637,25.21078872680664,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.245899608015346,25.35123715853558,25.123005799075077,25.140562057495117,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,25.193238049908416,25.702369689941406,25.193238049908416,25.702369689941406,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.649698399941837,25.66725466168033,25.56191709124936,25.614585876464844,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.614594228616653,25.66726303100586,25.509256623838244,25.66726303100586,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.684808124076522,25.755033163376797,25.561914305301034,25.597026824951172,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.386351793570725,25.40390805345563,25.17567667495188,25.333683013916016,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.316136703491214,25.45658683776856,25.316136703491214,25.456586837768555,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.45658683776856,25.52681190490723,25.45658683776856,25.456586837768555,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.421458702960994,25.421458702960994,25.263452398868004,25.298564910888672,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.403918037414552,25.561924438476566,25.403918037414552,25.456586837768555,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.559179507221803,25.559179507221803,25.418066024780273,25.418066024780273,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,25.17111763085673,25.329870299867043,25.153478445411142,25.276952743530273,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.34749032262308,25.365129494733466,25.294572806291928,25.329851150512695,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,25.294572806291928,25.435686183175008,25.171098601519233,25.329851150512695,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.34749211242042,25.54152301933526,25.31221376570863,25.488605499267578,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.470968348663053,25.488607523419745,25.32985495060952,25.34749412536621,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.365138915042785,25.576809058979162,25.365138915042785,25.45333480834961,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.488605472904776,25.523883819580075,25.453327126229475,25.523883819580078,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.594452009821005,25.66500873486531,25.50625610351563,25.506256103515625,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.541540321916614,25.541540321916614,25.365148468864703,25.418066024780273,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,25.206388838488866,25.206388838488866,24.888883590698246,24.888883590698242,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,25.082918258580907,25.082918258580907,24.94180479439761,25.012361526489258,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,25.06527341710459,25.06527341710459,24.871242447654797,24.94179916381836,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.977073621044198,25.029991149902344,24.924156092186056,25.029991149902344,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,25.135826240060357,25.135826240060357,24.888877771736958,24.994712829589844,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,25.24165907682606,25.365133300122903,25.206380727312677,25.34749412536621,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,25.32986251513163,25.488615135351814,25.312223335107166,25.400419235229492,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.41805845507329,25.435697635125386,25.347501734864895,25.365140914916992,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,25.347501734864895,25.41805845507329,25.259305834604405,25.365140914916992,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,25.382780094969092,25.41805845507329,25.3298625548128,25.365140914916992,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,25.36513911945194,25.435695834665992,25.241664867827346,25.25930404663086,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,25.224023905971595,25.25930226108484,24.977075420178867,25.135828018188477,279500,0.0,0.0,0.0
1993-04-21 00:00:00-04:00,25.188747481013955,25.188747481013955,25.047634049747767,25.11819076538086,67900,0.0,0.0,0.0
1993-04-22 00:00:00-04:00,25.012365650486302,25.22403588166108,24.800695419311523,24.800695419311523,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,24.747772282191683,24.818329010009766,24.65957637241908,24.694854736328125,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,24.712488388654737,24.800684278692763,24.430261540533056,24.500818252563477,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,24.465537747766216,24.765403747558594,24.465537747766216,24.765403747558594,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,24.730129261003235,24.7830467986516,24.67721172335487,24.71249008178711,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,24.76540560203829,24.81832313537598,24.624292179804453,24.818323135375977,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,24.906524723180226,24.99472063225664,24.853607177734375,24.853607177734375,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,24.888887245328874,25.012361526489258,24.783052147191402,25.012361526489258,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,25.065267533378037,25.188741757680393,25.029989183577367,25.10054588317871,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,25.10056294238726,25.259315624384087,25.10056294238726,25.171119689941406,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,25.135828070499727,25.15346724809306,25.065271360126395,25.082910537719727,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,25.100547855046536,25.100547855046536,24.994712797330248,25.029991149902344,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,25.065271360126395,25.224023958466393,25.065271360126395,25.082910537719727,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,25.082916131540507,25.188751220703125,25.012359405432093,25.188751220703125,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,25.08290476217176,25.171100629830594,25.08290476217176,25.153461456298828,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,25.047638177702492,25.047638177702492,24.83596799591909,24.853607177734375,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,24.85359192978252,24.924148613756355,24.818313587795604,24.835952758789062,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,24.906509388615202,24.924148559570312,24.800674362884543,24.924148559570312,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,24.941789651389836,24.95942882370341,24.818315445194838,24.906511306762695,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,24.906529650929734,25.418066024780273,24.747776983183016,25.418066024780273,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.418048805844,25.488605499267575,25.365131285776314,25.488605499267578,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.506252549880045,25.541530907487072,25.241664867827346,25.25930404663086,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.312223374760702,25.453336815177483,25.312223374760702,25.365140914916992,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,25.470983580695847,25.470983580695847,25.418066024780273,25.418066024780273,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,25.488614761478036,25.75320245796397,25.47097558171231,25.735563278198242,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,25.77083407012436,25.77083407012436,25.612081498850493,25.64735984802246,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,25.62971885960598,25.62971885960598,25.400409606216524,25.523883819580078,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,25.612087085261727,25.85903558332899,25.576808728394973,25.77083969116211,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,25.70028491866678,25.823759177026883,25.59444984007241,25.735563278198242,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,25.682638197194432,25.682638197194432,25.59444232426451,25.64735984802246,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,25.576812765201755,25.576812765201755,25.45333849668009,25.559173583984375,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,25.61209123352558,25.61209123352558,25.470977783203125,25.470977783203125,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,25.400409818445365,25.400409818445365,25.241657257080078,25.241657257080078,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,25.3298511505127,25.435686183175008,25.294572806291928,25.329851150512695,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,25.312215775852827,25.365133300122903,25.259298251582752,25.34749412536621,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,25.435695629688244,25.488613165672337,25.34749973638142,25.45333480834961,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,25.48862276600104,25.50626195130623,25.418066024780273,25.418066024780273,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,25.453336815177483,25.470975995229583,25.365140914916996,25.365140914916992,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,25.365148468864703,25.418066024780273,25.294591727643937,25.418066024780273,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,25.470977740993476,25.50625610351563,25.41806019721025,25.506256103515625,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,25.49161544676577,25.49161544676577,25.296209335327145,25.29620933532715,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,25.367278207994126,25.367278207994126,25.313985606716827,25.34951400756836,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,25.385035619014452,25.385035619014452,25.33174303199063,25.367271423339844,137500,0.0,0.0,0.0
